review,emotion
직원분들이 너무 친절해서 좋았습니다,1
좋아요,1
리져브 주문 창구가 아닌 일반 주문 창구에서 주문하는데원두 가지 중 선택할수 있다고 해서 선택을 했는데결제 후 영수증을 확인해보니 원래 가격보다 원잔 원이나 비싸더군요 원두 선택이 마치 필수 사항인것처럼 말하고추가 비용이 나올수 있다는 말은 쏙 빼버린 상술에 속아 넘어간 기분이라 불쾌했습니다 원두 선택을 원치 않으면 원래 커피 가격으로 주문 할수 있는데 왜 그런 설명은 안한거죠 그럴거면 왜 리져브 전용 테이블을 따로 만든건가요 그리고 매장내 화장실이 아닌 건물 화장실을 이용하도록 되어있는데 많이 불결했습니다,0
매장이 널찍하고 직원분들 친절하시고 음료도 맛있게 잘 해주셔요 음료도 주문 많은 것에 비해 금방 만들어주세요 쾌적하고 좋아요,1
역시 스타벅스는 스타벅스 강남이라그런지 자리는 엄청많은데 자리잡기는 역시 쉽지않네요 ㅠㅠ 그래두 직원분들 엄청 친절하시고 음료는 우리가아는 그맛,1
여기 직원분들 너무 친절해서 맘에 드는군요,1
넓고 직원친절 분위기밝음,1
공간이 커서 그런가 매장이 추워여ㅜㅡ,0
넓고 좋음,1
넓어서 답답하지 않음,1
사람 많은거 치고는  빨리 나오는데 커피맛이밍밍해요 카스테라는 맛나요 ㅎㅎ,0
다들 친절하고 매장도 예쁨,1
ㅊ,1
아메리카노가 진짜 맛없는 곳,0
아메리카노 한잔 주문했는데 천원넘는 리저브 음료를 큰소리로 권유함 건물안 화장실이 너무 낡고 청결하지않음  재방문의사 없음,0
불친절의 극치 주문을 받으며 귀찮다는듯 틱틱되는태도며 빨대달라는말에 신경질적으로 던지는듯이 줌 리저브매장도 맛이나 친절도는 최하고 일반 에스프레소기계도 열받아서 맛이 연하디연한 샷만 나와 맛이 없습니다 최악입니다,0
완전 친절 에그베이컨치즈베이글 완전 맛있음,1
좋긴한데 자리가 없어요ㅠ 매번 테이크 아웃만함,0
적당히 친절했다,1
다좋은데 다좋은데 자리가 부족,1
화장실이 좀 별로지만 직원분들 다 친절하시고 매장 깔끔함,1
내부 근사하고 친절하시고 쾌적해요,1
엄청추워요 오래 있기에는 별로,1
비싸긴 하지만 맛있습니다,1
 시추안크리스프치킨 쉑마이스터버거 시추안은 시즌 메뉴지만 고정으로 팔아도 될만큼 완성도 높은 맛임 하나의 사천요리를 먹는 느낌임 쉑마이스터는 기존의 치즈버거에서 달달한 풍미를 더한 느낌임 둘 다 상당히 맛있게 먹음,1
맛있다 비싸긴 하지만 할인 받으면 자주 올 만 한 듯,1
쉐이크쉑 입맛저격 ㅎ,1
왠만하면 안좋은 리뷰 안남기려했는데금요일 오후 방문해서 포장주문했더니 제꺼는 한참전에 완료했는데도 진동벨 안울렸어요 말하니까 아예까먹었어요 이러네요  사과도 안하고  교육좀 다시 시키세요,0
작은데 비싸요 ㅜㅜ,0
미국 햄버거브랜드라서 그런지 엄청 비싸긴 한데 ㄹㅇ 하나하나 맛있음 역시 미국 한국 버거브랜드 쉐이크 버거 감튀 등등 먹다가 미국 브랜드 먹으면 다시는 한국 거 못 먹음 진짜 존맛탱 괜히 미국이 아님,1
보장된 맛,1
존맛이에오 고기향이 미쳤음 버거킹만 먹었는데 갈아탈라구용 ㅎㅎ 비싸도 맛만잇음됏지 응응,1
패티에서 고기집에서 고기 구워먹을때 그 맛이랑 향이 나서 신기했네요 ㅎㅎ 딸기 쉐이크도 맛있었습니다,1
맛있습니다 직원분들도 친절하십니다,1
포토벨로 가끔 땡길 때가 있습니다,1
강남스퀘어점보다는 나은데 여기도 좀 쉐이크가 녹아서 나오는 것 같아요 그게 아쉽고 햄버거맛은 그냥그런 햄버거는 차라리 강남스퀘어점이 나은 것 같기도 하고 햄버거랑 쉐이크 둘다 노원점이 제일 맛있네요 노원점 가세요,0
겁내 맛있음 특히 감튀에 치즈추가해서 먹으면 우와임 근데 약간 인공적인맛남감튀치즈 한정 맛이 독특해서 맛있음 자리도 쾌적하고 소스 받는 곳도 되게 실용적임,1
시끄럽길래 홀에서 먹어본 적은 없고 종종 포장해 갑니다 좀 식어두 맛있으니깐요,1
프렌치프라이 맛이 ㅜ 다식고 이건 좀 아니에요,0
키오스크 카드인식이 드럽게안됨,0
프랭크버거 가죠 사람 짱 많아요,0
궁금해서 가봤는데 가격에 비해 맛과 양이 너무 별로다,0
맛있음,1
맛있어요 근데 사람이 많아요,1
안먹어본 메뉴들 도전해봤는데 꽤 괜찮았음 신메뉴로 나온 버번 어쩌구는 비추ㅠ 야채가 없어서 먹다가 물림,1
직원들 교육을 아예 안시키는 듯,0
대기 번인데 하도안나와서 가보니 이미 나왔고 직원은 이거에요 이러길래 그냥 가려다 옆에 포장된거는 몇번인가 물어보니 번대요 라고 하고 다시 주방들어가길래 그게 할 말이냐 다시 만들어와라 당장 이 입 끝에 걸쳐있었는데 겨우 참았네 쉐이크는 녹았고 감튀는 식었고 원래 웬만하면 참는데 이건 어머니 갖다줄거라 그냥 다시 만들어 달라 할걸 그렇게 장사하지마세요,0
패티가 호주산이라 맛이 좀 덜한 감이 분명 있지만 개인적으론 아이다호 감자에서 국산으로 바뀐게 맛 차이도 크고 제일 아쉬웠다 그래도 이만큼 하는데 생각만큼 많지 않다 맥도날드가 평점 점대여도 그 아성이 흔들리지 않는 것처럼,1
솔직히 이 맛으로 이 가격 너무 비싸고 따로따로 시켜야 하는 것도 불편 사람은 드럽게 많고,0
길건너에서 오픈할때 가보고 이번에 새로 매장을 이전할때도 오픈때 다녀왔는데 확실히 맛은 있지만 옆에 새롭게 오픈한 파이브가이즈에 비하면 감자튀김과 패티의 퀄리티 차이가 조금 있는건 감안해야,0
개 쪼끄맣고요  줄은 괜히 길구요  맛도 그냥 수제버거집이 훨씬 맛잇고 가성비도 없음  홀괔리 안되서 테이블도 더러움 ㅜㅜ   왜 줄서서 먹엇는지 나도 이해안됌,0
맛있지만 버거가 너무 작다 직원분은 매우 친절하시다,1
완전 별로네요특히 직원들 태도가 매우 불량해서 기분 나빠지는 곳,0
쉑쉑버거  먹고싶을때 강남엑 근처에 갔다가 이래저래 들려서 픽업 사람은 무척않습니다,1
강남에서 혼밥할 일 있을 때 항상 들릅니다 사람은 진짜 많은데 매장이 커서 간편하게 먹고 가기 좋아요,1
어제밤 실수로 콜라를 쏟아 안경쓰신 남자 직원분께 죄송하다고 말씀드리며 예기를 했더니 한숨쉬면서 짜증 비슷하게 예기하는 매장 두번다시 안갑니다,0
                                                  ,0
강남점은 처음 가봤는데 감자튀김도 넉넉하게 주셔서 배부르게 잘 먹었습니다,1
강남의 맛,1
시끄러움 사람도 많고 노래도 큼 근데 뭐 패스트푸드니까 외국 곳곳에서 파이브가이즈 쉑쉑 맥날 버거킹 온갖 햄버거 체인은 다 먹어봤는데 여기가 손에 꼽을 만큼 맛있는듯 분 걸린댔는데 분만에 나옴 한라봉 쉐이크 추천 메뉴길래 시켜봤더니 맛없어서 절반은 버림 시큼한 거랑 우유랑 섞인 걸 주문한 내 잘못 아무튼 나머지는 다 맛있음,1
많이 시끄러웠고 쓰레기통 정리는 안 되어 있었지만 음식은 괜찮았어요 패티도 육즙이 충분히 보였고 감자 튀김도 눅눅하지 않았어요,0
화장실 관리 안됨 신메뉴 튀김 딱딱함 버거 패티 너무 익음 햄버거 안에 구성하나 안 넣고 만듦요즘 강남점 실망스러워요,0
한국 버거 중에선 쉑쉑이 가장 맛있는 듯 특히 더블 쉑은 정말 훌륭하다,1
고기맛은 진짜 여기만큼 확실한 곳이 있을까 무항생제 고기에서 나오는 패티 바이브와 부드러운 브리오슈번은 대기업맛의 표본,1
해요,0
햄버거는 쏘쏘 꾸덕한 초코 밀크쉐이크는 상당히 훌룽함,0
회사근처에 있어서 회사사람들이랑 자주가는데 솔직히 세트 가격이 저렴한 편은 아니에요 그래도 육즙도 많고 퀄리티가 일정합니다 프랭크버거가 쉑쉑 짭이라고 하는데 솔직히 맛은 쉑쉑이 넘사입니다,1
맛은 있는데 햄버거 너무 작음 단품을 천 얼마씩 팔면서,0
무난해용,1
    ,1
가격만큼의 맛,0
맛있는데 비쌈,0
예전엔 맛있었는데 오랜만에 가니까 좀 싱거웠음 가격대비 맛은,1
직원분이 너무 친절하심 근데 주문한 음식 나오는게 너어무 느림,1
영업 시간 잘못써졌어요 밤 시에 닫고 시 분인가 넘으면 포장만 된대서 그냥 나왔어요 길 건너 슈퍼두퍼는 밤 시까지 해요,0
바다건너온 미국브랜드 특인지는 모르겠는데 버거가 몇개 팔릴때마다 숲에 나무를 하나씩 심는다는 광고를 틀어준다 숲 입장에선 이들이 그냥 사업을 접는게 베스트일텐데라는 발칙한 생각을 해본다 한손에 쉑쉑 한손에 스벅을 들면 품격있는 현대인으로써 지구를 위해 한건했다는 느낌을 받을수있다 기본 쉑버거는 균형잡힌 맛있는 수제버거의 맛이 난다 맛있는 수제버거의 평균선에 서있는 듯한 느낌을 받았다 근데 가격이 그거치고는 너무 비싸다 아마 숲에 심을 나무를 사야해서 그런것같다 스모크쉑은 훈연된 베이컨 조각들이 들어있다 스모키한 향은 좋지만 바싹 굽는 조리법 탓에 너무 뻣뻣해서 식감 면에서는 개인적으로는 탈락이다 버거에 쥐포를 넣어먹은걸 좋아하는 사람들에겐 적극 추천하고싶다 역시나 이 버거도 나무값이 들어있어서 가격이 상당하다 슈룸버거나 쉑스택에는 튀겨진 버섯이 들어가는데 놀랍게도 다져지거나 갈린것이 아닌 버섯 대가리가 통째로 튀겨져있다 버거끈이 꽤 긴 나지만 이 질긴 버섯을 버거의 다른 재료와 함께 적정량을 잘라내어 씹는것은 어려운 일이었다 결국 버섯이 통째로 따라나와버려 버섯국물을 질질 흘리는 불상사가 발생하곤 한다 이 버섯은 품격있는 깨시민이고만 싶은 쉑쉑버거 고객의 니즈에 어긋나는 재료가 아닌가 싶다 맛을 표현하고싶은데 버거 따로 버섯 따로 먹어서 섞인 맛은 잘 모르겠다 새로나온 고추장치킨버거에 대해 한마디 하겠다 당신이 무인도에 표류되었는데 먹을게 고추장치킨버거와 바닷물밖에 없다면 바닷물을 먹도록 하자 왜냐하면 이 버거는 바닷물보다 염도가 높다,0
맛이 가격을 못따라감 반값 버거킹보다 맛이 별로 더러운 쓰레기통은 덤,0
초창기랑 맛이 너무 다름 다른 선택지가 많아졌다,0
쉑버거 먹었는데 고기 너무 뻑뻑해요 밀크쉐이크랑 감자튀김 먹어보려고 갔어요 감자튀김이 너무 짜요,0
맛이 왜 변했어요 예전에 맛있었는데 맛이 바뀌었어요 ㅠ 엄청 짜고 퀄이 낮아짐,0
비싸고 고냥고럼 가격대비 맛이 못따라옴 고냥고냥,0
자주 들리는 곳,1
오랜만에 먹으니까 왤케 맛있지 프라이에 소금 꼭 치세요 꼭,1
감자튀김이 미치게 짜지만 쉑스텍은 홀리한 맛입니다 사실 감튀도 맛있음,1
년전에 먹었을땐 소금버거 라 할정도로 짰는데 이젠 많이 괜찮아졌더라고요 쉑버거 하나만으로도 배부르게 잘먹었습니다,1
버거는버거킹,0
맛있기야 하다만 이 가격에 먹을 바엔 수제버거집 가는게,0
햄버거 번 이렇게 맛없는곳은 처음임 맥도날드보다 최악일지도 그리고 서비스 교육도 다시 시켜야할듯 띨빵한 남자직원들만 있어서 주문 두번하게 만듦,0
만원짜리 짠지 맛없음 감자와 햄버거를 맛없어서 남기는 건 처음 쓰레기통이 반을 먹음 ㅠㅠ 주변사람들에게 추천 해주고 싶은 마음이 도 없고 원수한테 강력추천해드려요 나만 당할수 없으니까요 ㅋ,0
버거 정말 짜요,0
카운터에 서서 기다리는데 직원분 주문도 안 받고 눈도 피하길래 키오스크로 주문해야 하는 줄 알았네요 음식 나오고 물어보니 매장식사는 키오스크 쓰면 안 된다고 갑자기 짜증을 내는데 무슨 일이야 이게 제 실수라지만 응대를 무슨 왜 포장했냐고 직원분 얼굴 앞에서 봉지 달달달 흔드는 진상 대하듯 허네요,0
카운터 점원 불친절 그 자체 주문 받을 때 뭐요 이 ㅈㄹ하는데 햄버거 먹어보기도 전에 입맛 싹 가셨네요 경험삼아 와보고 다신 안 올 것 같네요,0
오늘 월 일날 주문 받는 직원분여자분오른쪽 시분정도 주문을했는데 소스를 고르라고 하셨어요 저희가 메뉴를 봣는데 소스를 고르는 부분을 못 찻아ㅛ습니다 직원분이 아래쪽이 있다고 번이나 했는데 저희 손님으로서 소스 개 밖에 없는데 말씀해주시면 안될까요 계속 저희에세 스스로 찾으라고  하셨어요 그냥 바비뷰와 마스타드 소스 있다고 말해주실 수 있잖아여 별도 아깝군 메니저분  직원돔 챙겨주시고 교육 좀 시켜주세용ㅠ,0
주문 받는 여직원 불친절,0
숵스텍 빵이랑 고기패티랑 버섯이랑 첨부터끝까지 짠맛만입니다 게다가 후라이도 소금범벅 후라이드 소금털어먹다 남기고나왔습니다,0
역시 쉐이크쉑 가격은 좀 비싸도 가격 그 이상의 가치가 있네요 그리고 맥주도 맛있어요 추천,1
쉐쉑좋아요,1
왜 별은 개까지밖에 없을까요 정말 최고입니다ㅠㅠ,1
맛은 당연히 있는데 내부 공간은 넓지만 찝찝하고 배민 주문은 항상 안 됨 근처 갈 때마다 테이크아웃해와요,0
맛있음 허나 너무 양심없는 가격 꽤나 느끼하니 밀크쉐이크와 버거를 같이 먹는다면 꼭 콜라를 곁들이는 걸 추천 감튀는 짭니다 그리고 빵이 독특한 맛임 계란빵 같은 맛 진수총각은 맛나게 먹었지만 호불호 갈릴 듯,1
